grod_id,type,lon,lat,sword_reach_id,distance_to_sword
309,Dam,-92.4216216802597,46.709103263666954,72599900024,64.97927590130024
310,Dam,-92.41605877876282,41.01583035933194,74284100114,13.51155919493061
311,Dam,-92.29703307151794,46.66590530011049,72599700054,47.52024540567093
312,Dam,-92.28376150131226,48.74420543160222,71224800114,75.39149386956626
313,Dam,-92.23729491233826,36.24777750900694,74252800024,141.39427835056298
314,Dam,-92.1538782119751,48.79364829240315,71224800154,79.05112979431988
315,Dam,-91.99369132518768,35.52104976129943,74252400094,190.5139568651613
316,Dam,-91.92956507205963,44.883895830220915,74287600394,44.13591842675616
317,Dam,-91.76703929901123,31.90421168856084,74222600044,221.3519280105429
318,Dam,-91.70490324497223,48.79178587511967,71224800244,70.06614449925169
319,Dam,-91.5285050868988,41.725021336376514,74286200104,9.924946304061022
320,Dam,-91.51168763637543,44.827713998804214,74287600084,90.53285774639296
321,Dam,-91.43899977207184,34.082484848672,74241200014,210.42044154936687
322,Dam,-91.33969902992249,44.94072912051703,74287600134,277.953177899657
323,Dam,-91.31447938410452,16.201150265289943,75366000304,35.27744847899369
324,Dam,-91.27426385879517,45.05142270287599,74287600164,30.891505770801594
325,Dam,-91.21772557497025,45.41092217831742,74287600254,60.689737315510975
326,Dam,-91.1581563949585,45.164050868157204,74287600194,49.76918148045274
327,Dam,-91.12776696681976,45.22467218389765,74287600214,30.82015353296718
328,Dam,-91.04715585708618,45.49169780258319,74287600294,5.559063672788411
329,Dam,-90.96020132303238,45.555774496271944,74287600474,54.40486165557828
330,Dam,-90.69791615009308,42.07010275461548,74287300574,96.19020730353569
331,Dam,-90.64780264876379,34.73466715732065,74254000034,148.46933008700043
332,Dam,-90.58527275919914,45.86863248655808,74287600544,115.7419287825088
333,Dam,-90.5121785402298,45.880090197185666,74287600564,101.8406360308887
334,Dam,-90.49089561221797,15.281013266748785,75369000334,63.919502023189935
335,Dam,-90.44644842293872,45.93474249317278,74287600584,118.2510897771028
336,Dam,-90.22324562072754,46.07004864878694,74287600656,141.32436146750052
337,Dam,-90.06397604942322,32.3970573231205,74100600294,164.11395446398825
338,Dam,-89.99695301055908,44.06029851703144,74287400293,1764.2050010704738
339,Dam,-89.95678424835205,43.86467097453703,74287400244,312.78367558467704
340,Dam,-89.90543603897095,34.15801845067662,74230800514,76.0174904436826
341,Dam,-89.85640525817871,44.3678578211449,74287400384,88.01796296706856
342,Dam,-89.85337436199188,44.35041439472151,74287400364,20.977489852165277
343,Dam,-89.82228755950928,44.396535363780195,74287400404,43.68624329783788
344,Dam,-89.78865265846252,34.39912858324293,74230800454,82.79920468072653
345,Dam,-89.78716135025024,45.304157583736725,74287400744,118.8193469748121
346,Dam,-89.78549301624298,45.31298577832059,74287400754,83.5913951384369
347,Dam,-89.78129267692566,43.626671173419844,74287400194,67.3957018899516
348,Dam,-89.77874994277954,44.432615357409404,74287400424,39.41208271769884
349,Dam,-89.75467443466187,45.18794646093195,74287400714,75.60492426746063
350,Dam,-89.75050091743469,45.49187642722176,74287400914,94.56231446481686
351,Dam,-89.74650979042053,45.53881249576242,74287400944,47.27405172977237
352,Dam,-89.742271900177,45.43792673979322,74287401034,400.8309595258316
353,Dam,-89.72992032766342,45.44215556260941,74287400794,31.15027938459109
354,Dam,-89.72944021224976,45.36683814095892,74287400774,69.31737100550157
355,Dam,-89.72514867782593,43.31031529374026,74287400114,23.70356895123174
356,Dam,-89.70733556790793,15.558150340979902,75371700264,3.305840088336
357,Dam,-89.686439037323,45.1782555658013,74287400694,3.309232735013246
358,Dam,-89.67981934547424,45.482536419490174,74287400824,9.001968834172498
359,Dam,-89.65066909790039,44.66518103698677,74287400524,37.50839439726539
360,Dam,-89.6357774734497,44.95788962038299,74287400644,73.8870233277177
361,Dam,-89.62688326835632,44.892584020362875,74287400614,82.63733732101183
362,Dam,-89.58675742149353,44.51655988529359,74287400484,87.06600515240928
363,Dam,-89.57696199417114,44.48771159426765,74287400464,186.95988733451827
364,Dam,-89.48736341988331,51.86008768572249,71356700194,84.64397881605065
365,Dam,-89.4806170463562,45.57133446006478,74287400864,87.74054439875552
366,Dam,-89.3264651298523,43.78615672533613,72582800114,127.47234609496262
367,Dam,-89.22959446907043,46.68675606204409,72599200084,36.279862257939676
368,Dam,-89.09581124782562,42.26576750150703,74287200234,123.04149559667992
369,Dam,-88.81358116865158,41.08758967116866,74282500224,20.238376429458473
370,Dam,-88.6533473432064,44.89127384474866,72582900174,10.55554100815302
371,Dam,-88.6257004737854,44.83581723831225,72582900154,86.65598162319327
372,Dam,-88.62022876739502,44.77466101857115,72582900134,85.83947066870259
373,Dam,-88.55803121067595,13.621945639366945,77114000054,307.93837270205483
374,Dam,-88.41267943382263,44.25344520764845,72582700304,36.68069815456527
375,Dam,-88.4049117565155,44.257364241387364,72582700284,26.401712509198283
376,Dam,-88.3980131149292,44.25698003394128,72582700274,184.18422709108106
377,Dam,-88.39037418365479,44.25895483350378,72582700264,6.010164914911543
378,Dam,-88.3574645383585,49.1350286402891,72596300034,18.469770865806833
379,Dam,-88.34438513019654,49.15367923399477,72596300054,7.210084467916253
380,Dam,-88.31865191459656,44.275236717404674,72582700224,64.16622680118844
381,Dam,-88.3082579008115,49.306823199421686,72596300096,239.99556566039712
382,Dam,-88.30103516578674,44.27438211229202,72582700204,151.76845801776986
383,Dam,-88.27106684446335,44.28114371534413,72582700164,26.880326217649205
